ano,aluno_anon,codigo_unidade,nome_unidade,opcao_primeiro_registro,data_primeiro_registro
2025,aluno_0006618,716801,EDI DOUTORA ZILDA ARNS,5,2024-12-13 12:08:27.043
2025,aluno_0006618,716807,EDI LEILA DINIZ,2,2024-12-13 12:08:27.043
2025,aluno_0006618,716820,EDI MEDALHISTA OLÍMPICA ÁGATHA BEDNARCZUK RIPPEL,3,2024-12-13 12:08:27.043
2025,aluno_0006619,918825,EDI PROFESSORA TERESINHA DE JESUS SIQUEIRA BROWN,1,2025-03-14 17:21:29.120
2025,aluno_0006620,3015,CP CRECHE MARIETTA NAVARRO GAIO,1,2024-12-16 22:09:04.917
2025,aluno_0006621,9022,CP ESPAÇO CRIATIVO CASTELINHO RINALDI,1,2024-12-17 12:44:27.143
2025,aluno_0006621,918801,EDI BIANCA ROCHA TAVARES,2,2024-12-17 12:44:27.143
2025,aluno_0006622,10018,CP CRECHE ESCOLA COMUNITÁRIA SÍTIO ALEGRE,1,2025-09-25 09:05:02.203
2025,aluno_0006624,3038,CP CRECHE FRUTOS DO AMANHÃ II,2,2024-12-12 09:33:58.060
2025,aluno_0006624,312602,CM ENGENHO DA RAINHA,1,2024-12-12 09:33:58.060
2025,aluno_0006625,3040,CP ASSOCIAÇÃO CRESCENCIO UNIDADE II,1,2025-07-01 09:11:20.863
2025,aluno_0006627,515602,CM SÃO MIGUEL ARCANJO,2,2024-12-13 09:37:58.310
2025,aluno_0006627,515807,EDI BURITI CONGONHAS,3,2024-12-13 09:37:58.310
2025,aluno_0006627,515808,EDI GUARACIARA RODRIGUES DINIZ,1,2024-12-13 09:37:58.310
2025,aluno_0006628,9017,CP ESPAÇO CRESCER,1,2024-12-18 16:16:19.283
2025,aluno_0006628,918614,CM ZÉLIA CHAUKE CURI,2,2024-12-18 16:16:19.283
2025,aluno_0006629,10046,CP CRECHE COMUNITÁRIA DEUS É FIEL - CCDF,2,2024-12-13 13:54:47.070
2025,aluno_0006629,10058,CP CRECHE ESCOLA COMUNITÁRIA MALLETZINHO,1,2024-12-13 13:54:47.070
2025,aluno_0006630,833810,EDI MEDALHISTA OLÍMPICO SERGIO DUTRA DOS SANTOS,1,2025-06-24 11:43:15.100
2025,aluno_0006631,817602,CM VILA PROGRESSO,1,2024-12-19 11:54:51.713
2025,aluno_0006632,1026604,CM JOSEPHA FERREIRA DA COSTA,1,2024-12-13 12:58:09.793
2025,aluno_0006633,4002,CP INSTITUTO EDUCACIONAL LUIZ ANTONIO - IELA,1,2024-12-17 09:02:20.827
2025,aluno_0006633,4038,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VIII,2,2024-12-17 09:02:20.827
2025,aluno_0006634,9008,CP CRECHE COMUNITÁRIA ANA & LU,5,2024-12-16 23:22:11.847
2025,aluno_0006634,9017,CP ESPAÇO CRESCER,2,2024-12-16 23:22:11.847
2025,aluno_0006634,918613,CM PROFESSORA FLORA SANTINA FERRARI BRAZ,3,2024-12-16 23:22:11.847
2025,aluno_0006634,918814,EDI PROFESSOR NESTOR MANOEL PINTO,1,2024-12-16 23:22:11.847
2025,aluno_0006634,918833,EDI PROFESSOR WILSON CHOERI,4,2024-12-16 23:22:11.847
2025,aluno_0006635,4005,CP CASA DE JOEL,1,2025-02-06 21:27:27.840
2025,aluno_0006636,10058,CP CRECHE ESCOLA COMUNITÁRIA MALLETZINHO,1,2025-03-11 18:17:21.900
2025,aluno_0006637,102604,CM ARCO-ÍRIS,1,2025-05-07 15:01:09.620
2025,aluno_0006638,103802,EDI LILY MARINHO,1,2024-12-13 09:05:57.203
2025,aluno_0006638,103807,EDI MARIA LUIZA NOBRE - TIA LUIZINHA,2,2024-12-13 09:05:57.203
2025,aluno_0006639,6015,CP AEMMAC - PAVUNA,1,2024-12-18 08:29:51.953
2025,aluno_0006639,625820,EDI BETH CARVALHO,2,2024-12-18 08:29:51.953
2025,aluno_0006640,9029,CP INSTITUTO CRECHE DO PAPAI,5,2024-12-13 09:07:37.527
2025,aluno_0006640,9036,CP INSTITUTO CONSTRUINDO AMANHÃ,3,2024-12-13 09:07:37.527
2025,aluno_0006640,9044,CP CRECHE COMUNITÁRIA JARDIM FELIZ,4,2024-12-13 09:07:37.527
2025,aluno_0006640,918613,CM PROFESSORA FLORA SANTINA FERRARI BRAZ,2,2024-12-13 09:07:37.527
2025,aluno_0006640,918619,CM RAUL CORTEZ,1,2024-12-13 09:07:37.527
2025,aluno_0006641,11001,CP CRECHE COMUNITÁRIA ALEGRIA DA CRIANÇA,1,2024-12-16 08:43:55.373
2025,aluno_0006641,11006,CP CRECHE CASULO DO DENDÊ,3,2024-12-16 08:43:55.373
2025,aluno_0006641,1120603,CM DOUTOR ANTÔNIO MONTEIRO,2,2024-12-16 08:43:55.373
2025,aluno_0006642,1026604,CM JOSEPHA FERREIRA DA COSTA,1,2025-03-24 10:16:40.033
2025,aluno_0006643,10019,CP ESCOLA COMUNITÁRIA JARDIM ALEXANDRINO,1,2025-06-24 13:28:24.093
2025,aluno_0006644,918802,EDI PINTANDO O SETE,1,2024-12-11 10:13:45.910
2025,aluno_0006644,918826,EDI PROFESSORA MARLY DOS SANTOS DE OLIVEIRA (MARLY MARINHO),4,2024-12-11 10:13:45.910
2025,aluno_0006644,918827,EDI ATAULFO ALVES,3,2024-12-11 10:13:45.910
2025,aluno_0006644,918831,EDI ELFLODÍZIO DOS SANTOS,5,2024-12-11 10:13:45.910
2025,aluno_0006644,918834,EDI ENGENHEIRA ELAINE MONSORES PIRES,2,2024-12-11 10:13:45.910
2025,aluno_0006645,312806,EDI PROFESSORA ELIANE MONTE CHIARI DANTAS,1,2024-12-13 09:10:43.700
2025,aluno_0006646,5010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VII,1,2025-05-28 11:12:25.527
2025,aluno_0006648,4001,CP CENTRO EDUCACIONAL APRENDIZ DA MARÉ,4,2024-12-13 09:05:59.557
2025,aluno_0006648,430602,CM VILA PINHEIRO,1,2024-12-13 09:05:59.557
2025,aluno_0006648,430801,"EDI PESCADOR ISIDORO DUARTE - ""DORO""",5,2024-12-13 09:05:59.557
2025,aluno_0006648,430809,EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES,3,2024-12-13 09:05:59.557
2025,aluno_0006648,430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,2,2024-12-13 09:05:59.557
2025,aluno_0006649,4002,CP INSTITUTO EDUCACIONAL LUIZ ANTONIO - IELA,3,2024-12-13 10:19:07.780
2025,aluno_0006649,4032,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL V,4,2024-12-13 10:19:07.780
2025,aluno_0006649,4034,CP CASA DE JOEL II,2,2024-12-13 10:19:07.780
2025,aluno_0006649,411801,EDI MARIANA ROCHA DE SOUZA,1,2024-12-13 10:19:07.780
2025,aluno_0006649,5012,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL XI,1,2024-12-13 10:19:07.820
2025,aluno_0006650,10037,CP CAAD - COMITÊ DE ATENDIMENTO À CRIANÇA E AO ADOLESCENTE,1,2025-02-04 08:56:05.900
2025,aluno_0006651,7003,CP CRECHE ESCOLA MÃE ASTÉRIA,1,2024-12-13 11:18:44.460
2025,aluno_0006651,7041,CP CRECHE VALE DO SOL TAQUARA,3,2024-12-13 11:18:44.460
2025,aluno_0006651,716806,EDI PROFESSORA EDILIA COELHO GARCIA,2,2024-12-13 11:18:44.460
2025,aluno_0006652,4025,CP CRECHE E PRÉ-ESCOLA NOVA JERUSALÉM NO CORDOVIL,1,2024-12-13 09:08:07.077
2025,aluno_0006654,2004,CP AÇÃO SOCIAL PADRE ANCHIETA - ASPA,1,2024-12-13 09:13:04.557
2025,aluno_0006654,2040,CP CRECHE MARIA MARIA,4,2024-12-13 09:13:04.557
2025,aluno_0006654,2046,CP ESPAÇO SANTA TEREZINHA - EST,2,2024-12-13 09:13:04.557
2025,aluno_0006654,206605,CM DOUTOR PEDRO BLOCH,3,2024-12-13 09:13:04.557
2025,aluno_0006655,103805,EDI BEATRIZ VICÊNCIA BANDEIRA RYFF,1,2025-02-12 12:28:51.050
2025,aluno_0006656,9008,CP CRECHE COMUNITÁRIA ANA & LU,1,2025-03-28 11:39:10.197
2025,aluno_0006657,7003,CP CRECHE ESCOLA MÃE ASTÉRIA,1,2024-12-13 09:10:40.620
2025,aluno_0006657,7042,CP INSTITUTO EDUCACIONAL DIVA ALVES II,2,2024-12-13 09:10:40.620
2025,aluno_0006658,3033,CP INSTITUTO EDUCACIONAL T & P CONQUISTA,2,2024-12-13 09:12:31.637
2025,aluno_0006658,313604,CM NOSSO CANTINHO,4,2024-12-13 09:12:31.637
2025,aluno_0006658,313606,CM CANTINHO DO QUETO,5,2024-12-13 09:12:31.637
2025,aluno_0006658,313607,CM ODETINHA VIDAL DE OLIVEIRA,3,2024-12-13 09:12:31.637
2025,aluno_0006658,313611,CM JOSÉ RAMOS JANUÁRIO - ZÉ PRETINHO,1,2024-12-13 09:12:31.637
2025,aluno_0006659,9011,CP CRECHE NOVA JERUSALÉM EM CAMPO GRANDE,2,2024-12-16 23:42:52.930
2025,aluno_0006659,9020,CP ASSOCIAÇÃO DE MORADORES UNIÃO DAS BASES DE URUCÂNIA E ADJACÊNCIAS - CAMPO GRANDE,1,2025-05-27 10:49:02.057
2025,aluno_0006659,9021,CP INSTITUTO CRESCER & APRENDER,3,2024-12-16 23:42:52.930
2025,aluno_0006659,918826,EDI PROFESSORA MARLY DOS SANTOS DE OLIVEIRA (MARLY MARINHO),1,2024-12-16 23:42:52.930
2025,aluno_0006660,10055,CP ESPAÇO DE DESENVOLVIMENTO MÃE GAIA,1,2025-11-04 15:30:42.753
2025,aluno_0006661,2010,CP CRECHE PATINHO FELIZ,3,2024-12-11 08:42:39.620
2025,aluno_0006661,2048,CP LAR CANTINHO FELIZ,4,2024-12-11 08:42:39.620
2025,aluno_0006661,209602,CM CANTINHO DO CÉU,1,2024-12-11 08:42:39.620
2025,aluno_0006661,209606,CM WINNIE MANDELA,2,2024-12-11 08:42:39.620
2025,aluno_0006662,1010,CP CENTRO CULTURAL MONTESSORI - SÃO CRISTÓVÃO,1,2025-07-02 08:11:30.353
2025,aluno_0006663,10053,CP CRECHE COMUNITÁRIA GÊNIO DO FUTURO,1,2025-09-08 14:37:42.510
2025,aluno_0006664,10073,CP NINHO CARIOCA,2,2024-12-16 09:10:24.177
2025,aluno_0006664,1026604,CM JOSEPHA FERREIRA DA COSTA,1,2025-03-11 11:57:19.617
2025,aluno_0006664,1026805,EDI MEDALHISTA OLÍMPICO IZAQUIAS QUEIROZ DOS SANTOS,1,2024-12-16 09:10:24.177
2025,aluno_0006665,515611,CM VOVÓ MARIA JOANA,1,2025-01-08 06:55:30.867
2025,aluno_0006666,8007,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - BANGU,1,2024-12-16 16:25:34.433
2025,aluno_0006666,8010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL III,3,2024-12-16 16:25:34.433
2025,aluno_0006666,817804,EDI PROFESSORA EDITH MARQUES DE SOUZA,2,2024-12-16 16:25:34.433
2025,aluno_0006667,9033,CP TEMPO DE CRIANÇA,1,2025-03-17 15:21:17.067
2025,aluno_0006668,9020,CP ASSOCIAÇÃO DE MORADORES UNIÃO DAS BASES DE URUCÂNIA E ADJACÊNCIAS - CAMPO GRANDE,1,2024-12-19 08:53:39.683
2025,aluno_0006669,430602,CM VILA PINHEIRO,3,2024-12-13 14:09:47.973
2025,aluno_0006669,430809,EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES,4,2024-12-13 14:09:47.973
2025,aluno_0006669,430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,2,2024-12-13 14:09:47.973
2025,aluno_0006669,430811,EDI MEDALHISTA OLÍMPICO WILLIAM PEIXOTO ARJONA,5,2024-12-13 14:09:47.973
2025,aluno_0006669,430815,EDI PESCADOR ALBANO ROSA,1,2024-12-13 14:09:47.973
2025,aluno_0006670,4025,CP CRECHE E PRÉ-ESCOLA NOVA JERUSALÉM NO CORDOVIL,1,2024-12-16 23:00:37.440
2025,aluno_0006671,4027,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL IV,1,2024-12-18 09:36:26.330
2025,aluno_0006672,10027,CP CRECHE CASULO AGOSTINHO - SANTA CRUZ,2,2024-12-13 09:13:30.797
2025,aluno_0006672,10078,CP CRECHE COMUNITÁRIA CRIANÇA FELIZ,1,2024-12-13 09:13:30.797
2025,aluno_0006672,1019620,CM SEMENTINHA DO AMOR,3,2024-12-13 09:13:30.797
2025,aluno_0006673,9021,CP INSTITUTO CRESCER & APRENDER,1,2025-05-22 09:26:29.293
2025,aluno_0006674,10043,CP CRECHE CANTINHO CASLU,2,2025-05-14 16:10:47.530
2025,aluno_0006674,10057,CP CENTRO CULTURAL MONTESSORI - PACIÊNCIA,3,2025-05-14 16:10:47.530
2025,aluno_0006674,1019623,CM SEMPRE VIDA TERRA DA PAZ,1,2025-05-14 16:10:47.530
2025,aluno_0006675,10053,CP CRECHE COMUNITÁRIA GÊNIO DO FUTURO,1,2025-10-17 09:27:29.567
2025,aluno_0006676,10034,CP OS BENEDITINHOS,1,2024-12-17 08:31:47.267
2025,aluno_0006676,10037,CP CAAD - COMITÊ DE ATENDIMENTO À CRIANÇA E AO ADOLESCENTE,5,2024-12-17 08:31:47.267
2025,aluno_0006676,10070,CP PEDACINHO DO CÉU,3,2024-12-17 08:31:47.267
2025,aluno_0006676,1019628,CM IRINÉA DOS SANTOS PAIVA,4,2024-12-17 08:31:47.267
2025,aluno_0006676,1019827,EDI MEDALHISTA OLÍMPICA POLIANA OKIMOTO,2,2024-12-17 08:31:47.267
2025,aluno_0006677,622602,CM SILVIO AMANCIO,3,2025-06-30 13:56:35.140
2025,aluno_0006677,625603,CM DR. ALBERT SABIN,1,2025-06-30 13:56:35.140
2025,aluno_0006677,625606,CM LUÍS DE SOUZA DA COSTA BARROS,5,2025-06-30 13:56:35.140
2025,aluno_0006677,625607,CM LUIZA DE BARROS DE SÁ FREIRE,2,2025-06-30 13:56:35.140
2025,aluno_0006677,625820,EDI BETH CARVALHO,4,2025-06-30 13:56:35.140
2025,aluno_0006678,312502,CIEP PROCÓPIO FERREIRA,1,2025-11-04 08:20:02.430
2025,aluno_0006679,1019631,CM TIA HILDA MACEDO,1,2024-12-13 09:46:10.630
2025,aluno_0006680,514605,CM O SONHO DE RAMON PASCUAL,1,2025-09-15 11:28:26.023
2025,aluno_0006681,10051,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VI,1,2024-12-17 08:48:36.543
2025,aluno_0006681,10071,CP CRECHE COMUNITÁRIA ARTE & CULTURA - UNIDADE I,2,2024-12-17 08:48:36.543
2025,aluno_0006682,430603,CM TIO MÁRIO,2,2025-06-12 10:50:58.757
2025,aluno_0006682,430809,EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES,1,2025-06-12 10:50:58.757
2025,aluno_0006682,430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,3,2025-06-12 10:50:58.757
2025,aluno_0006682,430811,EDI MEDALHISTA OLÍMPICO WILLIAM PEIXOTO ARJONA,4,2025-06-12 10:50:58.757
2025,aluno_0006682,430815,EDI PESCADOR ALBANO ROSA,5,2025-06-12 10:50:58.757
2025,aluno_0006683,10001,CP ESCOLA COMUNITÁRIA JARDIM DE INFÂNCIA TIA ANASTÁCIA,1,2025-02-04 08:31:27.307
2025,aluno_0006684,716609,CM RIO NOVO - RIO DAS FLORES,2,2024-12-13 09:06:46.897
2025,aluno_0006684,716812,EDI ESCRITORA CLARICE LISPECTOR,1,2024-12-13 09:06:46.897
2025,aluno_0006685,205601,CM IRMÃS BAPTISTA,1,2024-12-18 11:17:25.180
2025,aluno_0006686,625603,CM DR. ALBERT SABIN,2,2024-12-18 08:49:38.133
2025,aluno_0006686,625802,EDI WESLEY GUILBER RODRIGUES DE ANDRADE,1,2024-12-18 08:49:38.133
2025,aluno_0006687,3001,CP ASSOCIAÇÃO PRESBITERIANA CUIDANDO DO AMANHÃ - APCA,2,2024-12-11 08:32:44.577
2025,aluno_0006687,3006,CP CRECHE CASA VIVA,1,2024-12-11 08:32:44.577
2025,aluno_0006687,313608,CM RACHEL LEITE DIAS,3,2024-12-11 08:32:44.577
2025,aluno_0006688,625820,EDI BETH CARVALHO,1,2024-12-18 08:30:13.467
2025,aluno_0006689,10077,CP CRECHE COMUNITÁRIA CANTINHO DO SABER,1,2025-08-19 12:02:49.353
2025,aluno_0006690,4022,CP CRECHE VALE DO SOL NO GROTÃO,1,2025-03-18 08:42:00.317
2025,aluno_0006690,410808,EDI ALMIR LEITE RIBEIRO,1,2025-06-18 14:34:11.503
2025,aluno_0006691,817601,CM JOSÉ FÉLIX,1,2024-12-16 16:53:23.147
2025,aluno_0006691,817605,CM MANÉ GARRINCHA II,3,2024-12-16 16:53:23.147
2025,aluno_0006691,817614,CM FAZENDA COQUEIROS II,2,2024-12-16 16:53:23.147
2025,aluno_0006691,817803,EDI JOSÉ EPHIM MINDLIN,4,2024-12-16 16:53:23.147
2025,aluno_0006692,7036,CP CAAD UNIVERSO ENCANTADO,1,2024-12-13 11:36:27.177
2025,aluno_0006693,817617,CM JOSÉ MANOEL IBARRA PEREZ,1,2025-08-18 16:25:05.163
2025,aluno_0006694,817612,CM VILA KENNEDY,1,2024-12-19 11:17:37.157
2025,aluno_0006695,101603,CM SENNINHA,2,2024-12-12 15:15:58.810
2025,aluno_0006695,101605,CM CLEMENTE FERREIRA,1,2024-12-12 15:15:58.810
2025,aluno_0006696,313601,CM VILA DOS MINEIROS,2,2024-12-11 09:13:41.650
2025,aluno_0006696,313802,EDI ANÍSIO TEIXEIRA,1,2024-12-11 09:13:41.650
2025,aluno_0006697,514605,CM O SONHO DE RAMON PASCUAL,1,2024-12-18 14:41:33.067
2025,aluno_0006697,515605,CM JOSÉ RAIMUNDO DE SOUZA ALVES,2,2024-12-18 14:41:33.067
2025,aluno_0006697,515608,CM MARIA JOSÉ DE PAULA DE JESUS,3,2024-12-18 14:41:33.067
2025,aluno_0006698,817803,EDI JOSÉ EPHIM MINDLIN,1,2025-05-14 10:47:08.017
2025,aluno_0006698,817815,EDI SENHOR JOÃO GOMES,1,2024-12-17 15:14:17.953
2025,aluno_0006699,716807,EDI LEILA DINIZ,1,2024-12-18 15:42:39.270
2025,aluno_0006700,4022,CP CRECHE VALE DO SOL NO GROTÃO,1,2025-03-13 11:51:25.253
2025,aluno_0006701,918616,CM PADRE VALTER DA COSTA SANTOS,1,2024-12-13 09:05:59.683
2025,aluno_0006701,918828,EDI ALYRIO CAVALLIERI,2,2024-12-13 09:05:59.683
2025,aluno_0006702,1026809,EDI MEDALHISTA PARALÍMPICO RICARDO COSTA DE OLIVEIRA,1,2024-12-16 22:58:27.883
2025,aluno_0006702,9011,CP CRECHE NOVA JERUSALÉM EM CAMPO GRANDE,4,2024-12-16 22:58:27.820
2025,aluno_0006702,9026,CP CRECHE COMUNITÁRIA LEÃOZINHO FELIZ,1,2024-12-16 22:58:27.820
2025,aluno_0006702,9027,CP INSTITUTO FRUTIFICAR,2,2024-12-16 22:58:27.820
2025,aluno_0006702,9040,CP CRECHE E ESCOLA COMUNITARIA GENTE BAIXINHA - UNIDADE COSMOS,3,2024-12-16 22:58:27.820
2025,aluno_0006703,9021,CP INSTITUTO CRESCER & APRENDER,1,2025-03-25 14:15:56.047
2025,aluno_0006704,4015,CP ESPAÇO DE EDUCAÇÃO INFANTIL VILA DO JOÃO,1,2024-12-13 09:12:25.850
2025,aluno_0006704,430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,3,2024-12-13 09:12:25.850
2025,aluno_0006704,430815,EDI PESCADOR ALBANO ROSA,2,2024-12-13 09:12:25.850
2025,aluno_0006705,8005,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - REALENGO,3,2024-12-16 16:21:37.957
2025,aluno_0006705,8007,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - BANGU,2,2024-12-16 16:21:37.957
2025,aluno_0006705,817615,CM VILA UNIÃO DA PAZ,1,2024-12-16 16:21:37.957
2025,aluno_0006706,9009,CP CRECHE COMUNITÁRIA CRIANÇAS DE OURO,1,2024-12-13 09:07:40.107
2025,aluno_0006707,2019,CP UNIDAS - OBRAS SOCIAIS UNIDAS DE SANTA MARTA,2,2024-12-16 14:55:46.537
2025,aluno_0006707,2029,CP CASA DA CRIANÇA,3,2024-12-16 14:55:46.537
2025,aluno_0006707,2052,CP CRECHE CASA SANTA MARTA,1,2024-12-16 14:55:46.537
2025,aluno_0006708,4012,CP CRECHE ESCOLA MIMI I,4,2024-12-13 09:09:16.663
2025,aluno_0006708,4041,CP CRECHE ESCOLA OTACÍLIO BATISTA,3,2024-12-13 09:09:16.663
2025,aluno_0006708,4044,CP CRECHE HOUSE BABY - BONSUCESSO,1,2024-12-13 09:09:16.663
2025,aluno_0006708,4049,CP INSTITUTO JOSEFA LAURENTINO,2,2024-12-13 09:09:16.663
2025,aluno_0006708,430807,EDI MARIA AMÉLIA CASTRO E SILVA BELFORT,5,2024-12-13 09:09:16.663
2025,aluno_0006709,7044,CP CRECHE AMOR DE MÃE,1,2024-12-12 08:21:53.080
2025,aluno_0006709,724601,CM MARIA VIEIRA BAZANI,2,2024-12-12 08:21:53.080
2025,aluno_0006709,724801,EDI MILENA SANTOS NASCIMENTO,3,2024-12-12 08:21:53.080
2025,aluno_0006711,1006,CP CRECHE DO TUIUTI,1,2024-12-13 09:07:03.770
2025,aluno_0006711,1010,CP CENTRO CULTURAL MONTESSORI - SÃO CRISTÓVÃO,2,2024-12-13 09:07:03.770
2025,aluno_0006711,107602,CM DEPUTADO LUIZ EDUARDO DE MAGALHÃES,4,2024-12-13 09:07:03.770
2025,aluno_0006711,107609,CM VASQUINHO,3,2024-12-13 09:07:03.770
2025,aluno_0006712,1006,CP CRECHE DO TUIUTI,1,2024-12-13 09:07:45.803
2025,aluno_0006712,1010,CP CENTRO CULTURAL MONTESSORI - SÃO CRISTÓVÃO,2,2024-12-13 09:07:45.803
2025,aluno_0006712,107602,CM DEPUTADO LUIZ EDUARDO DE MAGALHÃES,4,2024-12-13 09:07:45.803
2025,aluno_0006712,107609,CM VASQUINHO,3,2024-12-13 09:07:45.803
2025,aluno_0006713,9021,CP INSTITUTO CRESCER & APRENDER,2,2024-12-16 23:46:30.380
2025,aluno_0006713,9023,CP ESPAÇO CRIATIVO SALOMÃO,3,2024-12-16 23:46:30.380
2025,aluno_0006713,918806,EDI COMENDADOR SERAFIM SOFIA,1,2024-12-16 23:46:30.380
2025,aluno_0006714,8010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL III,1,2025-03-14 09:18:33.227
2025,aluno_0006715,3002,CP ABRIGO MARIA IMACULADA,1,2024-12-13 09:06:59.533
2025,aluno_0006716,2006,CP CRECHE PRÉ-ESCOLA COMUNITÁRIA DOIS IRMÃOS,1,2025-03-17 09:26:14.853
2025,aluno_0006717,6015,CP AEMMAC - PAVUNA,1,2024-12-13 09:09:04.177
2025,aluno_0006717,625816,EDI PROFESSORA REGINA CELI RABELO DE ALMEIDA,3,2024-12-13 09:09:04.177
2025,aluno_0006717,625817,EDI PROFESSORA DANIELE SIMÕES DE SOUZA LOPES,2,2024-12-13 09:09:04.177
2025,aluno_0006718,10036,CP CAAD DONA ZULMIRA TELLES,1,2024-12-17 08:33:17.617
2025,aluno_0006718,10060,CP CRECHE COMUNITÁRIA JARDIM DO CONHECIMENTO,1,2025-04-07 16:47:52.403
2025,aluno_0006719,10042,CP CICIM II,1,2024-12-17 08:38:55.713
2025,aluno_0006720,8007,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - BANGU,2,2024-12-13 09:11:11.243
2025,aluno_0006720,817615,CM VILA UNIÃO DA PAZ,1,2024-12-13 09:11:11.243
2025,aluno_0006720,817804,EDI PROFESSORA EDITH MARQUES DE SOUZA,3,2024-12-13 09:11:11.243
2025,aluno_0006721,5010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VII,1,2024-12-13 09:11:59.847
2025,aluno_0006723,1009,CP CRECHE COMUNITÁRIA ANITA WAY,1,2024-12-12 15:22:59.083
2025,aluno_0006723,101802,EDI MACHADO DE ASSIS,2,2024-12-12 15:22:59.083
2025,aluno_0006724,514607,CM SEMENTINHA,1,2024-12-13 11:09:16.010
2025,aluno_0006725,10018,CP CRECHE ESCOLA COMUNITÁRIA SÍTIO ALEGRE,3,2024-12-13 10:24:01.173
2025,aluno_0006725,10039,CP FUNDAÇÃO KLINGNER PARA O DESENVOLVIMENTO SOCIAL,4,2024-12-13 10:24:01.173
2025,aluno_0006725,10040,CP CICIM I,2,2024-12-13 10:24:01.173
2025,aluno_0006725,10042,CP CICIM II,1,2024-12-13 10:24:01.173
2025,aluno_0006725,1019627,CM VOVÓ BENTA,5,2024-12-13 10:24:01.173
2025,aluno_0006726,7003,CP CRECHE ESCOLA MÃE ASTÉRIA,2,2024-12-13 11:18:52.157
2025,aluno_0006726,7044,CP CRECHE AMOR DE MÃE,5,2024-12-13 11:18:52.157
2025,aluno_0006726,716606,CM AMIGUINHOS DA VILA SAPÊ,4,2024-12-13 11:18:52.157
2025,aluno_0006726,716806,EDI PROFESSORA EDILIA COELHO GARCIA,3,2024-12-13 11:18:52.157
2025,aluno_0006726,716821,EDI MEDALHISTA PARALÍMPICO FELIPE DE SOUZA GOMES,1,2024-12-13 11:18:52.157
2025,aluno_0006727,3006,CP CRECHE CASA VIVA,1,2024-12-12 16:22:08.453
2025,aluno_0006729,8016,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VI,2,2024-12-16 16:45:35.270
2025,aluno_0006729,8017,CP ASSOCIAÇÃO CRECHE ESPERANÇA - REALENGO,5,2024-12-16 16:45:35.270
2025,aluno_0006729,833601,CM CASA DE REALENGO,4,2024-12-16 16:45:35.270
2025,aluno_0006729,833602,CM JULINHO CACAU,1,2024-12-16 16:45:35.270
2025,aluno_0006729,833808,EDI PROFESSORA VANUZIA BASTOS DA SILVA,3,2024-12-16 16:45:35.270
2025,aluno_0006730,411603,CM MORRO DA PAZ,1,2025-08-20 15:04:43.447
2025,aluno_0006731,103607,CM ESTÁCIO DE SÁ,1,2024-12-13 09:12:00.483
2025,aluno_0006731,313608,CM RACHEL LEITE DIAS,1,2024-12-13 09:12:00.457
2025,aluno_0006732,5010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VII,1,2024-12-16 13:45:41.140
2025,aluno_0006732,514602,CM JECIÁ DE FREITAS FERREIRA,2,2024-12-16 13:45:41.140
2025,aluno_0006734,918619,CM RAUL CORTEZ,1,2025-08-22 11:50:53.190
2025,aluno_0006735,515809,EDI PROFESSOR UBIRAJARA DE PAULA CASTRO,1,2024-12-13 12:00:10.820
2025,aluno_0006735,6012,CP ASSOCIAÇÃO CRESCÊNCIO,2,2024-12-13 12:00:10.787
2025,aluno_0006735,6017,CP CRECHE JOÃO E MARIA,1,2024-12-13 12:00:10.787
2025,aluno_0006735,833603,CM SILVEIRINHA,1,2024-12-13 12:00:10.750
2025,aluno_0006735,833810,EDI MEDALHISTA OLÍMPICO SERGIO DUTRA DOS SANTOS,2,2024-12-13 12:00:10.750
2025,aluno_0006736,8005,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - REALENGO,2,2024-12-13 09:07:25.570
